activity,location,timestamp,time_to_next_alarm,sound,proximity,phone_lock,light,day_of_week,minutes_day,class
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6546212647671994,awake
0.75,0.0,6.422533e-07,0.9790675,0.5414953,0.0,1.0,0.0004406256884776,1.0,0.6574009728978457,awake
0.75,0.0,6.422533e-07,0.97896826,0.515992,1.0,0.0,1.0,1.0,0.6580958999305073,awake
0.0,0.0,1.6056333e-06,0.9784722,0.515992,0.0,1.0,0.0,1.0,0.6615705350938151,awake
0.75,0.0,2.5690133e-06,0.97767854,0.515992,0.0,1.0,0.0,1.0,0.6671299513551077,awake
0.75,0.0,3.5323933e-06,0.9770834,0.515992,0.0,1.0,0.0,1.0,0.6712995135510771,awake
0.75,0.0,3.5323933e-06,0.9770834,0.515992,0.0,1.0,0.0,1.0,0.6712995135510771,awake
0.75,0.0,4.1746466e-06,0.9765873,0.515992,0.0,1.0,0.0,1.0,0.674774148714385,awake
0.25,0.0,4.1746466e-06,0.9765873,0.5632652,0.0,1.0,0.0,1.0,0.674774148714385,awake
0.0,0.0,4.8169e-06,0.97619045,0.5444154,1.0,0.0,0.0100242344128662,1.0,0.6775538568450312,awake
0.75,0.0,4.8169e-06,0.9760912,0.515992,0.0,1.0,0.0,1.0,0.6782487838776928,awake
0.75,0.0,5.1380266e-06,0.9759921,0.515992,0.0,1.0,0.0,1.0,0.6789437109103544,awake
0.75,0.0,5.1380266e-06,0.9759921,0.515992,0.0,1.0,0.0,1.0,0.6789437109103544,awake
0.75,0.0,5.4591533e-06,0.9756944,0.51879114,1.0,0.0,0.0095836087243886,1.0,0.6810284920083391,awake
0.0,0.0,5.78028e-06,0.97559524,0.5279439,1.0,0.0,0.0015421899096717,1.0,0.6817234190410006,awake
0.75,0.0,5.78028e-06,0.97559524,0.5279439,1.0,0.0,0.0063890724829257,1.0,0.6817234190410006,awake
0.0,0.0,5.78028e-06,0.9754961,0.5740506,1.0,0.0,0.0015421899096717,1.0,0.6824183460736623,awake
0.0,0.0,0.0008561237,0.98055553,0.0,0.0,0.0,0.0002203128442388,0.0,0.6052814454482279,awake
0.0,1.0,0.0008564448,0.9804563,0.54314286,0.0,0.0,0.0002203128442388,0.0,0.6059763724808895,awake
0.0,1.0,0.0008564448,0.9804563,0.54314286,0.0,0.0,0.0003304692663582,0.0,0.6059763724808895,awake
0.25,1.0,0.00086286734,0.97619045,0.569789,1.0,0.0,0.0081515752368363,0.0,0.635858234885337,awake
0.25,1.0,0.00086318847,0.9759921,0.56085885,1.0,0.0,0.0019828155981493,0.0,0.6372480889506602,awake
0.25,1.0,0.0008635096,0.97579366,0.0,0.0,0.0,0.0002203128442388,0.0,0.6386379430159833,awake
0.25,1.0,0.0008635096,0.97579366,0.0,0.0,0.0,0.0001101564221194,0.0,0.6386379430159833,awake
0.0,1.0,0.00085676595,0.980258,0.5937696,0.0,0.0,0.0004406256884776,0.0,0.6073662265462126,awake
0.25,1.0,0.00085676595,0.98015875,0.59385675,0.0,0.0,0.0002203128442388,0.0,0.6080611535788742,awake
0.0,1.0,0.0008570871,0.97986114,0.515992,1.0,0.0,0.0076007931262392,0.0,0.610145934676859,awake
0.25,1.0,0.00085772935,0.97966266,0.0,1.0,0.0,0.0007710949548358,0.0,0.6115357887421821,awake
0.25,1.0,0.00085772935,0.9795635,0.0,1.0,0.0,0.0016523463317911,0.0,0.6122307157748437,awake
0.0,1.0,0.00085772935,0.97946435,0.0,0.0,0.0,0.0002203128442388,0.0,0.6129256428075052,awake
0.0,1.0,0.0008580505,0.97936505,0.0,1.0,0.0,0.0014320334875523,0.0,0.6136205698401668,awake
0.25,1.0,0.0008580505,0.97936505,0.0,1.0,0.0,0.0016523463317911,0.0,0.6136205698401668,awake
0.0,1.0,0.0008580505,0.9792658,0.0,1.0,0.0,0.0013218770654329,0.0,0.6143154968728284,awake
0.25,1.0,0.0008586927,0.97896826,0.0,0.0,0.0,0.000550782110597,0.0,0.6164002779708131,awake
0.25,1.0,0.0008590138,0.97876984,0.0,0.0,0.0,0.0003304692663582,0.0,0.6177901320361362,awake
0.25,1.0,0.0008590138,0.9786707,0.0,0.0,0.0,0.0006609385327164,0.0,0.6184850590687978,awake
0.0,1.0,0.0008596561,0.97827387,0.0,0.0,0.0,0.0006609385327164,0.0,0.621264767199444,awake
0.25,1.0,0.0008596561,0.97827387,0.0,0.0,0.0,0.0002203128442388,0.0,0.621264767199444,awake
0.0,1.0,0.0008596561,0.9781746,0.0,0.0,0.0,0.0014320334875523,0.0,0.6219596942321056,awake
0.25,1.0,0.0008599772,0.9780753,0.0,0.0,0.0,0.0007710949548358,0.0,0.6226546212647672,awake
0.25,1.0,0.0008599772,0.9780753,0.0,0.0,0.0,0.0003304692663582,0.0,0.6226546212647672,awake
0.25,1.0,0.0008599772,0.9779762,0.0,1.0,0.0,0.0014320334875523,0.0,0.6233495482974287,awake
0.25,1.0,0.00086029834,0.977877,0.0,0.0,0.0,0.0013218770654329,0.0,0.6240444753300903,awake
0.25,1.0,0.00086029834,0.977877,0.0,0.0,0.0,0.0004406256884776,0.0,0.6240444753300903,awake
0.25,1.0,0.00086029834,0.9777778,0.0,0.0,0.0,0.0009914077990746,0.0,0.6247394023627519,awake
0.25,1.0,0.0008606195,0.9777778,0.0,0.0,0.0,0.0012117206433135,0.0,0.6247394023627519,awake
0.25,1.0,0.0008606195,0.97757936,0.0,0.0,0.0,0.0003304692663582,0.0,0.626129256428075,awake
0.25,1.0,0.0008606195,0.97757936,0.0,0.0,0.0,0.0007710949548358,0.0,0.626129256428075,awake
0.25,1.0,0.0008609406,0.97748023,0.0,0.0,0.0,0.0009914077990746,0.0,0.6268241834607367,awake
0.25,1.0,0.0008609406,0.97738093,0.0,0.0,0.0,0.0012117206433135,0.0,0.6275191104933981,awake
