activity,location,distanceHome,showActuation,timestamp,time_to_next_alarm,sound,proximity,phone_lock,light,day_of_week,minutes_day,sleep_time,wakeup_time,time_sleeping,timestamp_text,class
Still,Other,0,False,1526215294,596040000.0,0,8,not locked,25,Sunday,821,285,720,26100,2018-05-13 13:41:34+00:00,awake
Still,Other,0,False,1526215294,596040000.0,0,8,not locked,25,Sunday,821,285,720,26100,2018-05-13 13:41:34+00:00,awake
Still,House,0,False,1526215324,595980000.0,11293,8,not locked,77,Sunday,822,285,720,26100,2018-05-13 13:42:04+00:00,awake
Unknown,Other,0,False,1526215355,0.0,0,8,not locked,69,Sunday,822,285,720,26100,2018-05-13 13:42:35+00:00,awake
Unknown,House,0,False,1526215385,595920000.0,5287,8,not locked,89,Sunday,823,285,720,26100,2018-05-13 13:43:05+00:00,awake
Unknown,House,0,False,1526215415,595920000.0,5287,8,not locked,87,Sunday,823,285,720,26100,2018-05-13 13:43:35+00:00,awake
Unknown,House,0,False,1526215445,595860000.0,1587,8,not locked,114,Sunday,824,285,720,26100,2018-05-13 13:44:05+00:00,awake
Unknown,House,0,False,1526215475,595860000.0,1587,8,not locked,97,Sunday,824,285,720,26100,2018-05-13 13:44:35+00:00,awake
Unknown,House,0,False,1526215505,595800000.0,32767,8,not locked,130,Sunday,825,285,720,26100,2018-05-13 13:45:05+00:00,awake
Unknown,House,0,False,1526215535,595800000.0,32767,8,not locked,129,Sunday,825,285,720,26100,2018-05-13 13:45:35+00:00,awake
Unknown,House,0,False,1526215565,595740000.0,32767,8,not locked,128,Sunday,826,285,720,26100,2018-05-13 13:46:05+00:00,awake
Unknown,House,0,False,1526215595,595740000.0,32767,8,not locked,26,Sunday,826,285,720,26100,2018-05-13 13:46:35+00:00,awake
Unknown,House,0,False,1526215625,595680000.0,8284,8,not locked,13,Sunday,827,315,675,21600,2018-05-13 13:47:05+00:00,awake
Unknown,House,0,False,1526215655,595680000.0,8284,8,not locked,13,Sunday,827,285,720,26100,2018-05-13 13:47:35+00:00,awake
Unknown,House,0,False,1526215685,595620000.0,8148,8,not locked,12,Sunday,828,285,720,26100,2018-05-13 13:48:05+00:00,awake
Unknown,House,0,False,1526215836,595500000.0,3047,8,not locked,14,Sunday,830,285,720,26100,2018-05-13 13:50:36+00:00,awake
Unknown,House,0,False,1526215866,595440000.0,32767,0,not locked,16,Sunday,831,285,720,26100,2018-05-13 13:51:06+00:00,awake
Unknown,House,0,False,1526215896,595440000.0,32767,0,not locked,30,Sunday,831,285,720,26100,2018-05-13 13:51:36+00:00,awake
Unknown,House,0,False,1526215926,595380000.0,32767,0,not locked,18,Sunday,832,285,720,26100,2018-05-13 13:52:06+00:00,awake
Unknown,House,0,False,1526215956,595380000.0,32767,0,not locked,12,Sunday,832,285,720,26100,2018-05-13 13:52:36+00:00,awake
Unknown,House,0,False,1526215986,595320000.0,4810,8,not locked,147,Sunday,833,285,720,26100,2018-05-13 13:53:06+00:00,awake
Unknown,House,0,False,1526216016,595320000.0,4810,0,not locked,11,Sunday,833,285,720,26100,2018-05-13 13:53:36+00:00,awake
Unknown,House,0,False,1526216046,595260000.0,32767,0,not locked,8,Sunday,834,285,720,26100,2018-05-13 13:54:06+00:00,awake
Unknown,House,0,False,1526216077,595260000.0,32767,0,not locked,8,Sunday,834,285,720,26100,2018-05-13 13:54:37+00:00,awake
Unknown,House,0,False,1526216107,595200000.0,15145,0,not locked,14,Sunday,835,285,720,26100,2018-05-13 13:55:07+00:00,awake
