NN_type,units,epochs,batch_size,max_iterations,Users,window_size,time_step,round_iteration,start_time,end_time,round_time_s,round_time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
LSTM,128,5,32,200,19,4,1,0,2023-10-03 07:05:15.401285,2023-10-03 07:06:56.192039,100.79075407981873,1.6798459013303122,awake,0.7071557782983897,0.7071557782983897,1.0,0.8284607500825125,0.0,0.5,0.0,0.0,39500.0,0.0,95384.0
LSTM,128,5,32,200,19,4,1,0,2023-10-03 07:05:15.401285,2023-10-03 07:06:56.192039,100.79075407981873,1.6798459013303122,asleep,0.7071557782983897,0.0,0.0,0.0,0.0,0.5,0.0,95384.0,0.0,39500.0,0.0
LSTM,128,5,32,200,19,4,1,0,2023-10-03 07:05:15.401285,2023-10-03 07:06:56.192039,100.79075407981873,1.6798459013303122,avg,0.7071557782983897,0.35357788914919486,0.5,0.41423037504125626,0.0,0.5,,,,,
LSTM,128,5,32,200,19,4,1,1,2023-10-03 07:06:57.029915,2023-10-03 07:08:25.150389,88.12047386169434,1.4686745643615722,awake,0.7077562942973221,0.7076916225664472,0.999622578210182,0.8286986941311951,0.003649577788212288,0.5012923017633188,0.0,117.0,39383.0,36.0,95348.0
LSTM,128,5,32,200,19,4,1,1,2023-10-03 07:06:57.029915,2023-10-03 07:08:25.150389,88.12047386169434,1.4686745643615722,asleep,0.7077562942973221,0.7647058823529411,0.0029620253164556964,0.005901192847956018,0.003649577788212288,0.5012923017633188,0.0,95348.0,36.0,39383.0,117.0
LSTM,128,5,32,200,19,4,1,1,2023-10-03 07:06:57.029915,2023-10-03 07:08:25.150389,88.12047386169434,1.4686745643615722,avg,0.7077562942973221,0.7361987524596942,0.5012923017633188,0.41729994348957555,0.003649577788212288,0.5012923017633188,,,,,
LSTM,128,5,32,200,19,4,1,2,2023-10-03 07:08:25.971279,2023-10-03 07:09:54.529497,88.55821800231934,1.4759703000386557,awake,0.7100026689599953,0.7097892711735493,0.9979346640946071,0.8295524859471002,0.017737141778191412,0.5063217624270503,0.0,581.0,38919.0,197.0,95187.0
LSTM,128,5,32,200,19,4,1,2,2023-10-03 07:08:25.971279,2023-10-03 07:09:54.529497,88.55821800231934,1.4759703000386557,asleep,0.7100026689599953,0.7467866323907455,0.01470886075949367,0.028849496002780677,0.017737141778191412,0.5063217624270504,0.0,95187.0,197.0,38919.0,581.0
LSTM,128,5,32,200,19,4,1,2,2023-10-03 07:08:25.971279,2023-10-03 07:09:54.529497,88.55821800231934,1.4759703000386557,avg,0.7100026689599953,0.7282879517821474,0.5063217624270504,0.4292009909749404,0.017737141778191412,0.5063217624270504,,,,,
LSTM,128,5,32,200,19,4,1,3,2023-10-03 07:09:55.351432,2023-10-03 07:11:24.064706,88.7132740020752,1.4785545667012532,awake,0.7127976631772486,0.7127703530083463,0.994705611003942,0.8304616690809945,0.03715154376624863,0.5133781219576672,0.0,1266.0,38234.0,505.0,94879.0
LSTM,128,5,32,200,19,4,1,3,2023-10-03 07:09:55.351432,2023-10-03 07:11:24.064706,88.7132740020752,1.4785545667012532,asleep,0.7127976631772486,0.7148503670242801,0.03205063291139241,0.061350585156647534,0.03715154376624863,0.5133781219576671,0.0,94879.0,505.0,38234.0,1266.0
LSTM,128,5,32,200,19,4,1,3,2023-10-03 07:09:55.351432,2023-10-03 07:11:24.064706,88.7132740020752,1.4785545667012532,avg,0.7127976631772486,0.7138103600163133,0.5133781219576672,0.445906127118821,0.03715154376624863,0.5133781219576672,,,,,
LSTM,128,5,32,200,19,4,1,4,2023-10-03 07:11:24.916951,2023-10-03 07:12:53.257881,88.34092998504639,1.4723488330841064,awake,0.7156816227276771,0.7166319755693644,0.9890128323408538,0.8310736404401335,0.06108126209805942,0.5223292009805535,0.0,2198.0,37302.0,1048.0,94336.0
