NN_type,units,epochs,batch_size,max_iterations,Users,window_size,time_step,round_iteration,start_time,end_time,round_time_s,round_time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
MPL,16-8,5,32,200,19,-1,-1,71,2023-10-03 13:36:28.092233,2023-10-03 13:36:39.909597,11.817363977432251,0.19695606629053752,awake,0.7212798766383963,0.7338026459521787,0.9507469727944645,0.8283052472941498,0.14913565852709365,0.5589747318722595,0.0,6605.0,32898.0,4698.0,90687.0
MPL,16-8,5,32,200,19,-1,-1,71,2023-10-03 13:36:28.092233,2023-10-03 13:36:39.909597,11.817363977432251,0.19695606629053752,asleep,0.7212798766383963,0.5843581350084048,0.16720249095005443,0.2600086603944416,0.14913565852709365,0.5589747318722594,0.0,90687.0,4698.0,32898.0,6605.0
MPL,16-8,5,32,200,19,-1,-1,71,2023-10-03 13:36:28.092233,2023-10-03 13:36:39.909597,11.817363977432251,0.19695606629053752,avg,0.7212798766383963,0.6590803904802918,0.5589747318722594,0.5441569538442956,0.14913565852709365,0.5589747318722595,,,,,
MPL,16-8,5,32,200,19,-1,-1,72,2023-10-03 13:36:40.757690,2023-10-03 13:36:52.768746,12.011055946350098,0.20018426577250162,awake,0.7248235573216298,0.7390088028024578,0.9443832887770613,0.8291681624462669,0.1730721815154601,0.5695260240558977,0.0,7690.0,31813.0,5305.0,90080.0
MPL,16-8,5,32,200,19,-1,-1,72,2023-10-03 13:36:40.757690,2023-10-03 13:36:52.768746,12.011055946350098,0.20018426577250162,asleep,0.7248235573216298,0.5917660638707195,0.19466875933473407,0.2929635414682464,0.1730721815154601,0.5695260240558977,0.0,90080.0,5305.0,31813.0,7690.0
MPL,16-8,5,32,200,19,-1,-1,72,2023-10-03 13:36:40.757690,2023-10-03 13:36:52.768746,12.011055946350098,0.20018426577250162,avg,0.7248235573216298,0.6653874333365887,0.5695260240558977,0.5610658519572567,0.1730721815154601,0.5695260240558977,,,,,
MPL,16-8,5,32,200,19,-1,-1,73,2023-10-03 13:36:53.608796,2023-10-03 13:37:05.763719,12.1549232006073,0.202582053343455,awake,0.7239042761402052,0.7382812179828696,0.944320385804896,0.8286857721146328,0.16945111744412333,0.5680010151184822,0.0,7572.0,31931.0,5311.0,90074.0
MPL,16-8,5,32,200,19,-1,-1,73,2023-10-03 13:36:53.608796,2023-10-03 13:37:05.763719,12.1549232006073,0.202582053343455,asleep,0.7239042761402052,0.5877513001630055,0.19168164443206845,0.289084870003436,0.16945111744412333,0.5680010151184822,0.0,90074.0,5311.0,31931.0,7572.0
MPL,16-8,5,32,200,19,-1,-1,73,2023-10-03 13:36:53.608796,2023-10-03 13:37:05.763719,12.1549232006073,0.202582053343455,avg,0.7239042761402052,0.6630162590729376,0.5680010151184822,0.5588853210590344,0.16945111744412333,0.5680010151184822,,,,,
MPL,16-8,5,32,200,19,-1,-1,74,2023-10-03 13:37:06.607080,2023-10-03 13:37:18.270120,11.663039922714233,0.1943839987119039,awake,0.7235854931498725,0.7381928501147917,0.9438590973423494,0.8284524603740597,0.16883772161469646,0.5677830281537457,0.0,7573.0,31930.0,5355.0,90030.0
MPL,16-8,5,32,200,19,-1,-1,74,2023-10-03 13:37:06.607080,2023-10-03 13:37:18.270120,11.663039922714233,0.1943839987119039,asleep,0.7235854931498725,0.5857827970297029,0.1917069589651419,0.28887490225248424,0.16883772161469646,0.5677830281537457,0.0,90030.0,5355.0,31930.0,7573.0
MPL,16-8,5,32,200,19,-1,-1,74,2023-10-03 13:37:06.607080,2023-10-03 13:37:18.270120,11.663039922714233,0.1943839987119039,avg,0.7235854931498725,0.6619878235722474,0.5677830281537457,0.5586636813132719,0.16883772161469646,0.5677830281537457,,,,,
MPL,16-8,5,32,200,19,-1,-1,75,2023-10-03 13:37:19.124899,2023-10-03 13:37:30.798728,11.673829078674316,0.19456381797790528,awake,0.7224808730205801,0.7376346026096299,0.9429365204172564,0.8277455157879237,0.16572422231407624,0.5665496464324593,0.0,7512.0,31991.0,5443.0,89942.0
