NN_type,units,epochs,batch_size,window_size,time_step_shift,start_time,end_time,time_s,time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
LSTM,128,5,32,2,1,2023-10-07 17:14:19.057172,2023-10-07 17:18:33.154449,254.09727692604065,4.2349546154340105,awake,0.718280622155005,0.7173372924494,0.992828985993458,0.8328935795954265,0.06613288091951186,0.7067719815075617,0.0,2186.0,37316.0,684.0,94700.0
LSTM,128,5,32,2,1,2023-10-07 17:14:19.057172,2023-10-07 17:18:33.154449,254.09727692604065,4.2349546154340105,asleep,0.718280622155005,0.7616724738675958,0.055338970178725126,0.10318134617200038,0.06613288091951186,0.7067719720857648,0.0,94700.0,684.0,37316.0,2186.0
LSTM,128,5,32,2,1,2023-10-07 17:14:19.057172,2023-10-07 17:18:33.154449,254.09727692604065,4.2349546154340105,avg,0.718280622155005,0.7395048831584979,0.5240839780860915,0.46803746288371345,0.06613288091951186,0.7067719767966633,,,,,
LSTM,128,15,32,2,1,2023-10-07 17:18:34.311628,2023-10-07 17:31:24.024126,769.7124979496002,12.828541632493337,awake,0.7268730631792774,0.7321531958092429,0.9678247924180156,0.8336531645226689,0.1461583135421315,0.7146537365914347,0.0,5730.0,33772.0,3069.0,92315.0
LSTM,128,15,32,2,1,2023-10-07 17:18:34.311628,2023-10-07 17:31:24.024126,769.7124979496002,12.828541632493337,asleep,0.7268730631792774,0.6512103648141835,0.1450559465343527,0.23726216848512452,0.1461583135421315,0.7146537262407283,0.0,92315.0,3069.0,33772.0,5730.0
LSTM,128,15,32,2,1,2023-10-07 17:18:34.311628,2023-10-07 17:31:24.024126,769.7124979496002,12.828541632493337,avg,0.7268730631792774,0.6916817803117132,0.5564403694761841,0.5354576665038967,0.1461583135421315,0.7146537314160815,,,,,
LSTM,128,30,32,2,1,2023-10-07 17:31:25.189982,2023-10-07 17:56:18.786113,1493.5961310863495,24.893268851439156,awake,0.7372299571489999,0.7424286546301689,0.9622368531409881,0.8381611630625365,0.19751385210545758,0.6848957012180664,0.0,7660.0,31842.0,3602.0,91782.0
LSTM,128,30,32,2,1,2023-10-07 17:31:25.189982,2023-10-07 17:56:18.786113,1493.5961310863495,24.893268851439156,asleep,0.7372299571489999,0.6801633812821879,0.19391423219077514,0.30178866913560787,0.19751385210545758,0.6848957256351176,0.0,91782.0,3602.0,31842.0,7660.0
LSTM,128,30,32,2,1,2023-10-07 17:31:25.189982,2023-10-07 17:56:18.786113,1493.5961310863495,24.893268851439156,avg,0.7372299571489999,0.7112960179561785,0.5780755426658816,0.5699749160990721,0.19751385210545758,0.6848957134265921,,,,,
LSTM,128,50,32,2,1,2023-10-07 17:56:19.941094,2023-10-07 18:39:55.756673,2615.815579175949,43.59692631959915,awake,0.7323517637115786,0.745003388933891,0.9449383544409964,0.8331438396051135,0.20238249175082934,0.7233115036439178,0.0,8652.0,30850.0,5252.0,90132.0
