NN_type,units,epochs,batch_size,max_iterations,Users,window_size,time_step,round_iteration,start_time,end_time,round_time_s,round_time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
LSTM,128,3,32,200,19,4,1,0,2023-10-06 17:57:30.591084,2023-10-06 17:58:40.247023,69.65593910217285,1.1609323183695475,awake,0.7071557782983897,0.7071557782983897,1.0,0.8284607500825125,0.0,0.5,0.0,0.0,39500.0,0.0,95384.0
LSTM,128,3,32,200,19,4,1,0,2023-10-06 17:57:30.591084,2023-10-06 17:58:40.247023,69.65593910217285,1.1609323183695475,asleep,0.7071557782983897,0.0,0.0,0.0,0.0,0.5,0.0,95384.0,0.0,39500.0,0.0
LSTM,128,3,32,200,19,4,1,0,2023-10-06 17:57:30.591084,2023-10-06 17:58:40.247023,69.65593910217285,1.1609323183695475,avg,0.7071557782983897,0.35357788914919486,0.5,0.41423037504125626,0.0,0.5,,,,,
LSTM,128,3,32,200,19,4,1,1,2023-10-06 17:58:41.061795,2023-10-06 17:59:38.088059,57.02626395225525,0.9504377325375875,awake,0.7071557782983897,0.7071557782983897,1.0,0.8284607500825125,0.0,0.5,0.0,0.0,39500.0,0.0,95384.0
LSTM,128,3,32,200,19,4,1,1,2023-10-06 17:58:41.061795,2023-10-06 17:59:38.088059,57.02626395225525,0.9504377325375875,asleep,0.7071557782983897,0.0,0.0,0.0,0.0,0.5,0.0,95384.0,0.0,39500.0,0.0
LSTM,128,3,32,200,19,4,1,1,2023-10-06 17:58:41.061795,2023-10-06 17:59:38.088059,57.02626395225525,0.9504377325375875,avg,0.7071557782983897,0.35357788914919486,0.5,0.41423037504125626,0.0,0.5,,,,,
LSTM,128,3,32,200,19,4,1,2,2023-10-06 17:59:38.914312,2023-10-06 18:00:36.141028,57.22671604156494,0.953778600692749,awake,0.7072002609649773,0.707202598095916,0.9999475803069697,0.8284748883831629,0.00031966748948308865,0.500113030659814,0.0,11.0,39489.0,5.0,95379.0
LSTM,128,3,32,200,19,4,1,2,2023-10-06 17:59:38.914312,2023-10-06 18:00:36.141028,57.22671604156494,0.953778600692749,asleep,0.7072002609649773,0.6875,0.00027848101265822784,0.0005567365117926915,0.00031966748948308865,0.5001130306598139,0.0,95379.0,5.0,39489.0,11.0
LSTM,128,3,32,200,19,4,1,2,2023-10-06 17:59:38.914312,2023-10-06 18:00:36.141028,57.22671604156494,0.953778600692749,avg,0.7072002609649773,0.697351299047958,0.5001130306598139,0.41451581244747776,0.00031966748948308865,0.500113030659814,,,,,
LSTM,128,3,32,200,19,4,1,3,2023-10-06 18:00:36.963490,2023-10-06 18:01:34.129439,57.16594910621643,0.9527658184369405,awake,0.7073337089647401,0.7073154452009077,0.9998846766753334,0.8285307225200025,0.001089558643886268,0.5003853763123502,0.0,35.0,39465.0,11.0,95373.0
