NN_type,units,epochs,batch_size,window_size,time_step_shift,start_time,end_time,time_s,time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
LSTM,128,5,32,4,1,2023-10-03 14:06:55.149545,2023-10-03 14:13:29.502349,394.3528039455414,6.57254673242569,awake,0.7282405622609057,0.727307209982815,0.9850184517319467,0.8367695911224318,0.12436945651910147,0.7119970136699943,0.0,4273.0,35227.0,1429.0,93955.0
LSTM,128,5,32,4,1,2023-10-03 14:06:55.149545,2023-10-03 14:13:29.502349,394.3528039455414,6.57254673242569,asleep,0.7282405622609057,0.7493861802876184,0.10817721518987342,0.18906243086589086,0.12436945651910147,0.7119969998683535,0.0,93955.0,1429.0,35227.0,4273.0
LSTM,128,5,32,4,1,2023-10-03 14:06:55.149545,2023-10-03 14:13:29.502349,394.3528039455414,6.57254673242569,avg,0.7282405622609057,0.7383466951352167,0.5465978334609101,0.5129160109941613,0.12436945651910147,0.7119970067691739,,,,,
LSTM,128,15,32,4,1,2023-10-03 14:13:30.713346,2023-10-03 14:32:22.944944,1132.2315979003906,18.870526631673176,awake,0.7282702173719641,0.7318124407957057,0.9719240124129833,0.8349484833201241,0.1456213492473245,0.6848973260117399,0.0,5526.0,33974.0,2678.0,92706.0
LSTM,128,15,32,4,1,2023-10-03 14:13:30.713346,2023-10-03 14:32:22.944944,1132.2315979003906,18.870526631673176,asleep,0.7282702173719641,0.6735738664066309,0.13989873417721518,0.23167868522555757,0.1456213492473245,0.6848973433964989,0.0,92706.0,2678.0,33974.0,5526.0
LSTM,128,15,32,4,1,2023-10-03 14:13:30.713346,2023-10-03 14:32:22.944944,1132.2315979003906,18.870526631673176,avg,0.7282702173719641,0.7026931536011682,0.5559113732950992,0.5333135842728408,0.1456213492473245,0.6848973347041194,,,,,
LSTM,128,30,32,4,1,2023-10-03 14:32:24.141694,2023-10-03 15:10:12.082936,2267.941241979599,37.799020699659984,awake,0.7334005515850657,0.7376541728655757,0.9668602700662585,0.8368465468272188,0.17496331319746317,0.7184398593506647,0.0,6701.0,32799.0,3161.0,92223.0
LSTM,128,30,32,4,1,2023-10-03 14:32:24.141694,2023-10-03 15:10:12.082936,2267.941241979599,37.799020699659984,asleep,0.7334005515850657,0.679476779557899,0.16964556962025318,0.27150439609416155,0.17496331319746317,0.7184398667823173,0.0,92223.0,3161.0,32799.0,6701.0
LSTM,128,30,32,4,1,2023-10-03 14:32:24.141694,2023-10-03 15:10:12.082936,2267.941241979599,37.799020699659984,avg,0.7334005515850657,0.7085654762117373,0.5682529198432559,0.5541754714606901,0.17496331319746317,0.718439863066491,,,,,
LSTM,128,50,32,4,1,2023-10-03 15:10:13.244440,2023-10-03 16:13:10.763992,3777.5195519924164,62.95865919987361,awake,0.7213086800510068,0.7308488116636709,0.9591126394363835,0.8295648783318749,0.13628683934951813,0.6566718232604358,0.0,5809.0,33691.0,3900.0,91484.0
LSTM,128,50,32,4,1,2023-10-03 15:10:13.244440,2023-10-03 16:13:10.763992,3777.5195519924164,62.95865919987361,asleep,0.7213086800510068,0.5983108456071686,0.1470632911392405,0.23609502326810136,0.13628683934951813,0.6566718310902129,0.0,91484.0,3900.0,33691.0,5809.0
LSTM,128,50,32,4,1,2023-10-03 15:10:13.244440,2023-10-03 16:13:10.763992,3777.5195519924164,62.95865919987361,avg,0.7213086800510068,0.6645798286354198,0.553087965287812,0.5328299507999881,0.13628683934951813,0.6566718271753244,,,,,
LSTM,128,80,32,4,1,2023-10-03 16:13:11.952477,2023-10-03 17:54:10.490636,6058.538159132004,100.9756359855334,awake,0.7326888289196644,0.7475630925357191,0.9391092845760295,0.8324597598602282,0.21171034354663032,0.7198148082580524,0.0,9252.0,30248.0,5808.0,89576.0
LSTM,128,80,32,4,1,2023-10-03 16:13:11.952477,2023-10-03 17:54:10.490636,6058.538159132004,100.9756359855334,asleep,0.7326888289196644,0.6143426294820717,0.23422784810126582,0.339149560117302,0.21171034354663032,0.7198148443546513,0.0,89576.0,5808.0,30248.0,9252.0
LSTM,128,80,32,4,1,2023-10-03 16:13:11.952477,2023-10-03 17:54:10.490636,6058.538159132004,100.9756359855334,avg,0.7326888289196644,0.6809528610088954,0.5866685663386476,0.5858046599887652,0.21171034354663032,0.7198148263063519,,,,,
LSTM,128,100,32,4,1,2023-10-03 17:54:11.684537,2023-10-03 20:00:37.107718,7585.423181056976,126.42371968428294,awake,0.7370184751341894,0.7445827005666323,0.9560827811792334,0.8371813349735153,0.20537543929523217,0.7207228635856451,0.0,8217.0,31283.0,4189.0,91195.0
LSTM,128,100,32,4,1,2023-10-03 17:54:11.684537,2023-10-03 20:00:37.107718,7585.423181056976,126.42371968428294,asleep,0.7370184751341894,0.6623408028373368,0.2080253164556962,0.31661079643971796,0.20537543929523217,0.7207228499167124,0.0,91195.0,4189.0,31283.0,8217.0
LSTM,128,100,32,4,1,2023-10-03 17:54:11.684537,2023-10-03 20:00:37.107718,7585.423181056976,126.42371968428294,avg,0.7370184751341894,0.7034617517019846,0.5820540488174648,0.5768960657066167,0.20537543929523217,0.7207228567511788,,,,,
LSTM,128,120,32,4,1,2023-10-03 20:00:38.294835,2023-10-03 22:33:20.281708,9161.986872911453,152.69978121519088,awake,0.7427641529017526,0.7538376596759216,0.9447391596074813,0.8385607868864663,0.24337532271135087,0.7076422466098393,0.0,10074.0,29426.0,5271.0,90113.0
LSTM,128,120,32,4,1,2023-10-03 20:00:38.294835,2023-10-03 22:33:20.281708,9161.986872911453,152.69978121519088,asleep,0.7427641529017526,0.6565004887585533,0.2550379746835443,0.36736256723493477,0.24337532271135087,0.707642300356613,0.0,90113.0,5271.0,29426.0,10074.0
LSTM,128,120,32,4,1,2023-10-03 20:00:38.294835,2023-10-03 22:33:20.281708,9161.986872911453,152.69978121519088,avg,0.7427641529017526,0.7051690742172374,0.5998885671455128,0.6029616770607005,0.24337532271135087,0.7076422734832262,,,,,
LSTM,128,150,32,4,1,2023-10-03 22:33:21.466133,2023-10-04 01:43:23.871179,11402.405045986176,190.0400840997696,awake,0.734260549805759,0.7439244219392688,0.9518682378595991,0.8351469438439957,0.2002486764059963,0.7065962379116206,0.0,8247.0,31253.0,4591.0,90793.0
LSTM,128,150,32,4,1,2023-10-03 22:33:21.466133,2023-10-04 01:43:23.871179,11402.405045986176,190.0400840997696,asleep,0.734260549805759,0.6423897803396168,0.2087848101265823,0.3151438725209217,0.2002486764059963,0.7065962295510113,0.0,90793.0,4591.0,31253.0,8247.0
LSTM,128,150,32,4,1,2023-10-03 22:33:21.466133,2023-10-04 01:43:23.871179,11402.405045986176,190.0400840997696,avg,0.734260549805759,0.6931571011394428,0.5803265239930907,0.5751454081824587,0.2002486764059963,0.706596233731316,,,,,
LSTM,128,200,32,4,1,2023-10-04 01:43:25.060451,2023-10-04 05:57:33.229104,15248.168653011322,254.13614421685537,awake,0.7288114231487797,0.7465597772765008,0.9333640862199111,0.8295757914599204,0.2044053841812694,0.7051272436955698,0.0,9277.0,30223.0,6356.0,89028.0
LSTM,128,200,32,4,1,2023-10-04 01:43:25.060451,2023-10-04 05:57:33.229104,15248.168653011322,254.13614421685537,asleep,0.7288114231487797,0.5934241668265848,0.23486075949367088,0.3365316598044728,0.2044053841812694,0.7051272395816192,0.0,89028.0,6356.0,30223.0,9277.0
LSTM,128,200,32,4,1,2023-10-04 01:43:25.060451,2023-10-04 05:57:33.229104,15248.168653011322,254.13614421685537,avg,0.7288114231487797,0.6699919720515428,0.584112422856791,0.5830537256321966,0.2044053841812694,0.7051272416385945,,,,,
