activity,location,timestamp,time_to_next_alarm,sound,proximity,phone_lock,light,day_of_week,minutes_day,class
0.0,0.5,0.0047844783,0.96696424,0.5213072,0.0,0.0,0.0,0.1666666666666666,0.3221288515406162,awake
0.75,0.5,0.0047844783,0.96696424,0.515992,0.0,0.0,0.0,0.1666666666666666,0.3221288515406162,awake
0.0,0.0,0.0047905813,0.962996,0.0,1.0,0.0,0.7542662116040956,0.1666666666666666,0.3781512605042016,awake
0.25,0.0,0.0047905813,0.9628968,0.515992,1.0,1.0,0.5290102389078498,0.1666666666666666,0.3795518207282913,awake
0.25,0.0,0.0047905813,0.9628968,0.515992,1.0,1.0,0.5358361774744027,0.1666666666666666,0.3795518207282913,awake
0.25,0.0,0.0047905813,0.9627977,0.56156325,1.0,1.0,0.5290102389078498,0.1666666666666666,0.3809523809523809,awake
0.25,0.0,0.004790902,0.9627977,0.56156325,1.0,1.0,0.4419795221843003,0.1666666666666666,0.3809523809523809,awake
0.25,0.0,0.004790902,0.9626984,0.515992,1.0,1.0,0.5750853242320819,0.1666666666666666,0.3823529411764705,awake
0.25,0.0,0.004790902,0.96259916,0.5869435,1.0,1.0,0.5307167235494881,0.1666666666666666,0.3837535014005602,awake
0.25,0.0,0.0047912234,0.96259916,0.5869435,1.0,1.0,0.5511945392491467,0.1666666666666666,0.3837535014005602,awake
0.25,0.0,0.0047912234,0.9625,0.606409,1.0,1.0,0.5477815699658704,0.1666666666666666,0.3851540616246499,awake
0.25,0.0,0.004791866,0.9621032,0.515992,1.0,1.0,0.5665529010238908,0.1666666666666666,0.3907563025210084,awake
0.25,0.0,0.004792187,0.9618055,0.515992,1.0,0.0,1.0,0.1666666666666666,0.3949579831932773,awake
