client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
-1,0,0.7249898910522461,awake,0.3956615859083091,0.756824832388784,0.214205587880694,0.3339053128728081,0.0318592036678428,0.5240078391267886,[[ 32938 6565][ 74953 20432]],32938.0,6565.0,74953.0,20432.0
-1,0,0.7249898910522461,asleep,0.3962843247731451,0.3054769481995565,0.8334556869098549,0.4470878994038647,0.0323235705327886,0.5243443450012921,[[ 20530 74855][ 6579 32924]],20530.0,74855.0,6579.0,32924.0
-1,0,0.7249898910522461,avg,0.3959729553407271,0.5311508902941702,0.5238306373952745,0.3904966061383364,0.0320913871003157,0.5241760920640404,,,,,
-1,1,0.588127613067627,awake,0.7070977403475476,0.707144551871404,0.9998846778843634,0.8284134684287557,1.5908807986519946e-05,0.5000056252748654,[[ 5 39498][ 11 95374]],5.0,39498.0,11.0,95374.0
-1,1,0.588127613067627,asleep,0.7070977403475476,0.3125,0.0001265726653671,0.0002530428401528,1.5908807986519946e-05,0.5000056252748653,[[ 95374 11][ 39498 5]],95374.0,11.0,39498.0,5.0
-1,1,0.588127613067627,avg,0.7070977403475476,0.5098222759357021,0.5000056252748653,0.4143332556344543,1.5908807986519946e-05,0.5000056252748653,,,,,
-1,2,0.5982657074928284,awake,0.7250978589644742,0.7446540669374602,0.9302301200398384,0.8271612419071414,0.1942507887175645,0.5800050683737152,[[ 9077 30426][ 6655 88730]],9077.0,30426.0,6655.0,88730.0
-1,2,0.5982657074928284,asleep,0.7250978589644742,0.57697686244597,0.2297800167075918,0.3286684167647325,0.1942507887175645,0.5800050683737152,[[ 88730 6655][ 30426 9077]],88730.0,6655.0,30426.0,9077.0
-1,2,0.5982657074928284,avg,0.7250978589644742,0.660815464691715,0.5800050683737151,0.577914829335937,0.1942507887175645,0.5800050683737152,,,,,
-1,3,0.59636390209198,awake,0.7297090919874266,0.7505698054157028,0.9252503014100748,0.8288060703670487,0.2188212758163815,0.5914001804496138,[[ 10174 29329][ 7130 88255]],10174.0,29329.0,7130.0,88255.0
-1,3,0.59636390209198,asleep,0.7297090919874266,0.587956541840037,0.2575500594891527,0.3581952928336296,0.2188212758163815,0.5914001804496138,[[ 88255 7130][ 29329 10174]],88255.0,7130.0,29329.0,10174.0
-1,3,0.59636390209198,avg,0.7297090919874266,0.6692631736278699,0.5914001804496138,0.5935006816003392,0.2188212758163815,0.5914001804496138,,,,,
-1,4,0.5904809832572937,awake,0.7396210189193998,0.7504550857389845,0.9465324736593804,0.8371659588672737,0.2288282618555583,0.5932697808643205,[[ 9481 30022][ 5100 90285]],9481.0,30022.0,5100.0,90285.0
-1,4,0.5904809832572937,asleep,0.7396210189193998,0.6502297510458817,0.2400070880692605,0.3506027660675985,0.2288282618555583,0.5932697808643206,[[ 90285 5100][ 30022 9481]],90285.0,5100.0,30022.0,9481.0
-1,4,0.5904809832572937,avg,0.7396210189193998,0.700342418392433,0.5932697808643205,0.5938843624674361,0.2288282618555583,0.5932697808643206,,,,,
-1,5,0.5828090906143188,awake,0.743224008065951,0.7534228288710714,0.9467211825758768,0.8390834502559908,0.2425996700535941,0.599287736061753,[[ 9949 29554][ 5082 90303]],9949.0,29554.0,5082.0,90303.0
-1,5,0.5828090906143188,asleep,0.743224008065951,0.6618987425986295,0.2518542895476293,0.3648732900575787,0.2425996700535941,0.5992877360617529,[[ 90303 5082][ 29554 9949]],90303.0,5082.0,29554.0,9949.0
-1,5,0.5828090906143188,avg,0.743224008065951,0.7076607857348505,0.599287736061753,0.6019783701567848,0.2425996700535941,0.599287736061753,,,,,
-1,6,0.5806546807289124,awake,0.7477981732993298,0.7591469594594594,0.9423179745242962,0.8408728395350468,0.2657831358443137,0.6102117174345401,[[ 10986 28517][ 5502 89883]],10986.0,28517.0,5502.0,89883.0
-1,6,0.5806546807289124,asleep,0.7477981732993298,0.6663027656477438,0.2781054603447839,0.3924202103909557,0.2657831358443137,0.6102117174345401,[[ 89883 5502][ 28517 10986]],89883.0,5502.0,28517.0,10986.0
-1,6,0.5806546807289124,avg,0.7477981732993298,0.7127248625536016,0.6102117174345401,0.6166465249630013,0.2657831358443137,0.6102117174345401,,,,,
-1,7,0.5814865231513977,awake,0.7516309827412372,0.7661382578852753,0.9338155894532684,0.8417073793031762,0.2905106364959976,0.6227693748597887,[[ 12314 27189][ 6313 89072]],12314.0,27189.0,6313.0,89072.0
-1,7,0.5814865231513977,asleep,0.7516309827412372,0.661083373597466,0.3117231602663088,0.4236710820574574,0.2905106364959976,0.6227693748597887,[[ 89072 6313][ 27189 12314]],89072.0,6313.0,27189.0,12314.0
-1,7,0.5814865231513977,avg,0.7516309827412372,0.7136108157413708,0.6227693748597887,0.6326892306803168,0.2905106364959976,0.6227693748597887,,,,,
-1,8,0.5808197259902954,awake,0.756724097028646,0.7775116646264658,0.9189285527074488,0.8423257847673686,0.3259185061803331,0.6419947170797453,[[ 14421 25082][ 7733 87652]],14421.0,25082.0,7733.0,87652.0
-1,8,0.5808197259902954,asleep,0.756724097028646,0.6509433962264151,0.3650608814520416,0.4677814360088878,0.3259185061803331,0.6419947170797453,[[ 87652 7733][ 25082 14421]],87652.0,7733.0,25082.0,14421.0
-1,8,0.5808197259902954,avg,0.756724097028646,0.7142275304264405,0.6419947170797452,0.6550536103881283,0.3259185061803331,0.6419947170797453,,,,,
-1,9,0.5818634033203125,awake,0.754803985528735,0.7832343930399367,0.9032342611521728,0.8389650605694698,0.336051779282143,0.6498172672745649,[[ 15659 23844][ 9230 86155]],15659.0,23844.0,9230.0,86155.0
-1,9,0.5818634033203125,asleep,0.754803985528735,0.62915344127928,0.3964002733969572,0.4863647658094173,0.336051779282143,0.6498172672745649,[[ 86155 9230][ 23844 15659]],86155.0,9230.0,23844.0,15659.0
-1,9,0.5818634033203125,avg,0.754803985528735,0.7061939171596083,0.649817267274565,0.6626649131894435,0.336051779282143,0.6498172672745649,,,,,
-1,10,0.5847947597503662,awake,0.7528393926813356,0.7882535493941871,0.8893956072757772,0.835775753784315,0.3436952933959749,0.6562513565326054,[[ 16714 22789][ 10550 84835]],16714.0,22789.0,10550.0,84835.0
-1,10,0.5847947597503662,asleep,0.7528393926813356,0.6130428403755869,0.4231071057894337,0.5006664969221323,0.3436952933959749,0.6562513565326055,[[ 84835 10550][ 22789 16714]],84835.0,10550.0,22789.0,16714.0
-1,10,0.5847947597503662,avg,0.7528393926813356,0.700648194884887,0.6562513565326055,0.6682211253532236,0.3436952933959749,0.6562513565326054,,,,,
-1,11,0.5884267091751099,awake,0.7519349386157405,0.7882223711647304,0.8877077108560046,0.8350122529079084,0.3423662952175587,0.6559010417176512,[[ 16753 22750][ 10711 84674]],16753.0,22750.0,10711.0,84674.0
-1,11,0.5884267091751099,asleep,0.7519349386157405,0.6099985435479173,0.4240943725792978,0.500335986381352,0.3423662952175587,0.6559010417176512,[[ 84674 10711][ 22750 16753]],84674.0,10711.0,22750.0,16753.0
-1,11,0.5884267091751099,avg,0.7519349386157405,0.6991104573563238,0.6559010417176512,0.6676741196446302,0.3423662952175587,0.6559010417176512,,,,,
-1,12,0.5898422002792358,awake,0.7474645631931677,0.7902769230769231,0.8751166325942235,0.8305357942390926,0.3401800585584305,0.6571745479757184,[[ 17351 22152][ 11912 83473]],17351.0,22152.0,11912.0,83473.0
-1,12,0.5898422002792358,asleep,0.7474645631931677,0.5929330553941837,0.4392324633572134,0.5046389203967075,0.3401800585584305,0.6571745479757185,[[ 83473 11912][ 22152 17351]],83473.0,11912.0,22152.0,17351.0
-1,12,0.5898422002792358,avg,0.7474645631931677,0.6916049892355534,0.6571745479757184,0.6675873573179001,0.3401800585584305,0.6571745479757185,,,,,
-1,13,0.5904311537742615,awake,0.7416968151355199,0.7888088536946047,0.8667924726109976,0.8259640359640358,0.329468647189845,0.653214984248693,[[ 17367 22136][ 12706 82679]],17367.0,22136.0,12706.0,82679.0
-1,13,0.5904311537742615,asleep,0.7416968151355199,0.5774947627439896,0.4396374958863884,0.4992238703001034,0.329468647189845,0.653214984248693,[[ 82679 12706][ 22136 17367]],82679.0,12706.0,22136.0,17367.0
-1,13,0.5904311537742615,avg,0.7416968151355199,0.6831518082192971,0.653214984248693,0.6625939531320696,0.329468647189845,0.653214984248693,,,,,
-1,14,0.5906388759613037,awake,0.7430905640234862,0.7893412865541655,0.8684698852020758,0.8270171515284627,0.3323840798406268,0.6544080940072602,[[ 17395 22108][ 12546 82839]],17395.0,22108.0,12546.0,82839.0
-1,14,0.5906388759613037,asleep,0.7430905640234862,0.5809759193079723,0.4403463028124446,0.50097920626692,0.3323840798406268,0.6544080940072602,[[ 82839 12546][ 22108 17395]],82839.0,12546.0,22108.0,17395.0
-1,14,0.5906388759613037,avg,0.7430905640234862,0.6851586029310689,0.6544080940072602,0.6639981788976914,0.3323840798406268,0.6544080940072602,,,,,
-1,15,0.5895561575889587,awake,0.7416745744617756,0.7900870165216392,0.8643287728678514,0.825542098701767,0.3318984748350758,0.6549196202136387,[[ 17599 21904][ 12941 82444]],17599.0,21904.0,12941.0,82444.0
-1,15,0.5895561575889587,asleep,0.7416745744617756,0.5762606417812705,0.4455104675594258,0.5025198806447468,0.3318984748350758,0.6549196202136387,[[ 82444 12941][ 21904 17599]],82444.0,12941.0,21904.0,17599.0
-1,15,0.5895561575889587,avg,0.7416745744617756,0.6831738291514549,0.6549196202136386,0.6640309896732569,0.3318984748350758,0.6549196202136387,,,,,
-1,16,0.5921295285224915,awake,0.7348763418539825,0.7920376955554902,0.8476385175866227,0.8188954047785441,0.3264453506899921,0.6551181474853094,[[ 18274 21229][ 14533 80852]],18274.0,21229.0,14533.0,80852.0
-1,16,0.5921295285224915,asleep,0.7348763418539825,0.557015271131161,0.4625977773839961,0.5054349329276726,0.3264453506899921,0.6551181474853095,[[ 80852 14533][ 21229 18274]],80852.0,14533.0,21229.0,18274.0
