client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
2,84,0.718486487865448,awake,0.7505560168436036,0.7897083114347924,0.8821617654767521,0.8333787270287268,0.34337277387534837,0.6574695114501194,[[ 17096 22407][ 11240 84145]],17096,22407,11240,84145
2,84,0.718486487865448,asleep,0.7505560168436036,0.6033314511575382,0.4327772574234868,0.5040168634561242,0.34337277387534837,0.6574695114501193,[[ 84145 11240][ 22407 17096]],84145,11240,22407,17096
2,84,0.718486487865448,avg,0.7505560168436036,0.6965198812961653,0.6574695114501194,0.6686977952424256,0.34337277387534837,0.6574695114501194,,,,,
