client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
7,53,0.8942323327064514,awake,0.6052132139256272,0.7620178853496847,0.6423127326099491,0.6970634749069892,0.1421499437982161,0.5789722283913984,[[ 20369 19134][ 34118 61267]],20369,19134,34118,61267
7,53,0.8942323327064514,asleep,0.6052132139256272,0.37383229027107384,0.5156317241728476,0.4334290882008725,0.1421499437982161,0.5789722283913984,[[ 61267 34118][ 19134 20369]],61267,34118,19134,20369
7,53,0.8942323327064514,avg,0.6052132139256272,0.5679250878103793,0.5789722283913984,0.5652462815539309,0.1421499437982161,0.5789722283913984,,,,,
