client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
-1,0,0.6388958096504211,awake,0.7038135341913291,0.7075038743439819,0.9907427792629868,0.8255035902094726,0.0024123834920541,0.5008646433084294,[[ 434 39069][ 883 94502]],434.0,39069.0,883.0,94502.0
-1,0,0.6388958096504211,asleep,0.7038135341913291,0.3295368261199696,0.0109865073538718,0.0212640862322391,0.0024123834920541,0.5008646433084294,[[ 94502 883][ 39069 434]],94502.0,883.0,39069.0,434.0
-1,0,0.6388958096504211,avg,0.7038135341913291,0.5185203502319757,0.5008646433084294,0.4233838382208558,0.0024123834920541,0.5008646433084294,,,,,
-1,1,0.609411895275116,awake,0.7017377379752091,0.7116271574052047,0.9721654348167952,0.8217393616078549,0.0282322078217159,0.5104606127581178,[[ 1926 37577][ 2655 92730]],1926.0,37577.0,2655.0,92730.0
-1,1,0.609411895275116,asleep,0.7017377379752091,0.4204322200392927,0.0487557906994405,0.087378640776699,0.0282322078217159,0.5104606127581178,[[ 92730 2655][ 37577 1926]],92730.0,2655.0,37577.0,1926.0
-1,1,0.609411895275116,avg,0.7017377379752091,0.5660296887222487,0.5104606127581178,0.4545590011922769,0.0282322078217159,0.5104606127581178,,,,,
-1,2,0.6001523733139038,awake,0.7205978293102425,0.7591655961118647,0.8859359438066782,0.8176663538108738,0.2350682599483826,0.6036519705869834,[[ 12695 26808][ 10880 84505]],12695.0,26808.0,10880.0,84505.0
-1,2,0.6001523733139038,asleep,0.7205978293102425,0.5384941675503712,0.3213679973672885,0.4025175179935952,0.2350682599483826,0.6036519705869834,[[ 84505 10880][ 26808 12695]],84505.0,10880.0,26808.0,12695.0
-1,2,0.6001523733139038,avg,0.7205978293102425,0.648829881831118,0.6036519705869834,0.6100919359022345,0.2350682599483826,0.6036519705869834,,,,,
-1,3,0.5803834199905396,awake,0.7192708024435087,0.760013019185216,0.8812916076951303,0.8161715803117612,0.235977166452373,0.6046713208969032,[[ 12959 26544][ 11323 84062]],12959.0,26544.0,11323.0,84062.0
-1,3,0.5803834199905396,asleep,0.7192708024435087,0.5336875051478461,0.328051034098676,0.4063337775339029,0.235977166452373,0.6046713208969032,[[ 84062 11323][ 26544 12959]],84062.0,11323.0,26544.0,12959.0
-1,3,0.5803834199905396,avg,0.7192708024435087,0.6468502621665311,0.6046713208969031,0.6112526789228321,0.235977166452373,0.6046713208969032,,,,,
-1,4,0.5676479935646057,awake,0.730087183441077,0.7687001685726002,0.8844262724747077,0.822512553015161,0.2706636352921047,0.6209210824692856,[[ 14119 25384][ 11024 84361]],14119.0,25384.0,11024.0,84361.0
-1,4,0.5676479935646057,asleep,0.730087183441077,0.5615479457503082,0.3574158924638635,0.4368097020697336,0.2706636352921047,0.6209210824692856,[[ 84361 11024][ 25384 14119]],84361.0,11024.0,25384.0,14119.0
