NN_type,units,epochs,batch_size,max_iterations,Users,window_size,time_step,round_iteration,start_time,end_time,round_time_s,round_time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
LSTM,128,5,32,200,19,4,1,0,2023-09-24 15:13:15.348772,2023-09-24 15:14:56.679509,101.33073687553406,1.6888456145922344,awake,0.8136546958868361,0.8136546958868361,1.0,0.8972542543319993,0.0,0.5,0.0,0.0,25135.0,0.0,109749.0
LSTM,128,5,32,200,19,4,1,0,2023-09-24 15:13:15.348772,2023-09-24 15:14:56.679509,101.33073687553406,1.6888456145922344,asleep,0.8136546958868361,0.0,0.0,0.0,0.0,0.5,0.0,109749.0,0.0,25135.0,0.0
LSTM,128,5,32,200,19,4,1,0,2023-09-24 15:13:15.348772,2023-09-24 15:14:56.679509,101.33073687553406,1.6888456145922344,avg,0.8136546958868361,0.40682734794341807,0.5,0.4486271271659997,0.0,0.5,,,,,
LSTM,128,5,32,200,19,4,1,1,2023-09-24 15:14:57.515806,2023-09-24 15:16:26.292153,88.77634692192078,1.479605782032013,awake,0.8136769372201299,0.8136727930546185,1.0,0.897265257736173,0.00019421375289396803,0.5000596777402029,0.0,3.0,25132.0,0.0,109749.0
LSTM,128,5,32,200,19,4,1,1,2023-09-24 15:14:57.515806,2023-09-24 15:16:26.292153,88.77634692192078,1.479605782032013,asleep,0.8136769372201299,1.0,0.00011935548040580864,0.0002386824727504177,0.00019421375289396803,0.5000596777402029,0.0,109749.0,0.0,25132.0,3.0
LSTM,128,5,32,200,19,4,1,1,2023-09-24 15:14:57.515806,2023-09-24 15:16:26.292153,88.77634692192078,1.479605782032013,avg,0.8136769372201299,0.9068363965273092,0.5000596777402029,0.4487519701044617,0.00019421375289396803,0.5000596777402029,,,,,
LSTM,128,5,32,200,19,4,1,2,2023-09-24 15:16:27.133919,2023-09-24 15:17:56.183325,89.04940605163574,1.4841567675272624,awake,0.8136843509978945,0.8137253448020169,0.999908882996656,0.8972605259822819,0.0007576693204152107,0.5002329376192749,0.0,14.0,25121.0,10.0,109739.0
LSTM,128,5,32,200,19,4,1,2,2023-09-24 15:16:27.133919,2023-09-24 15:17:56.183325,89.04940605163574,1.4841567675272624,asleep,0.8136843509978945,0.5833333333333334,0.0005569922418937736,0.001112921817242339,0.0007576693204152107,0.5002329376192749,0.0,109739.0,10.0,25121.0,14.0
LSTM,128,5,32,200,19,4,1,2,2023-09-24 15:16:27.133919,2023-09-24 15:17:56.183325,89.04940605163574,1.4841567675272624,avg,0.8136843509978945,0.6985293390676751,0.5002329376192749,0.4491867238997621,0.0007576693204152107,0.5002329376192749,,,,,
LSTM,128,5,32,200,19,4,1,3,2023-09-24 15:17:57.007351,2023-09-24 15:19:25.583112,88.57576107978821,1.4762626846631368,awake,0.8136769372201299,0.8137518817622935,0.9998451010943152,0.8972509771214574,0.0010418247971305528,0.5003204021485104,0.0,20.0,25115.0,17.0,109732.0
LSTM,128,5,32,200,19,4,1,3,2023-09-24 15:17:57.007351,2023-09-24 15:19:25.583112,88.57576107978821,1.4762626846631368,asleep,0.8136769372201299,0.5405405405405406,0.0007957032027053909,0.0015890672175433022,0.0010418247971305528,0.5003204021485104,0.0,109732.0,17.0,25115.0,20.0
LSTM,128,5,32,200,19,4,1,3,2023-09-24 15:17:57.007351,2023-09-24 15:19:25.583112,88.57576107978821,1.4762626846631368,avg,0.8136769372201299,0.677146211151417,0.5003204021485104,0.44942002216950033,0.0010418247971305528,0.5003204021485104,,,,,
