NN_type,units,epochs,batch_size,window_size,time_step_shift,start_time,end_time,time_s,time_m,train_accuracy,train_loss,val_accuracy,val_loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
LSTM_BI,128,5,32,4,1,2023-10-15 09:15:21.139392,2023-10-15 09:15:36.008150,14.868758201599121,0.24781263669331868,0.397813081741333,0.8235210180282593,0.4470750391483307,0.8136547207832336,awake,0.8136546958868361,0.8136546958868361,1.0,0.8972542543319993,0.0,0.770018980848143,0.0,0.0,25135.0,0.0,109749.0
LSTM_BI,128,5,32,4,1,2023-10-15 09:15:21.139392,2023-10-15 09:15:36.008150,14.868758201599121,0.24781263669331868,0.397813081741333,0.8235210180282593,0.4470750391483307,0.8136547207832336,asleep,0.8136546958868361,0.0,0.0,0.0,0.0,0.7700189748667204,0.0,109749.0,0.0,25135.0,0.0
LSTM_BI,128,5,32,4,1,2023-10-15 09:15:21.139392,2023-10-15 09:15:36.008150,14.868758201599121,0.24781263669331868,0.397813081741333,0.8235210180282593,0.4470750391483307,0.8136547207832336,avg,0.8136546958868361,0.40682734794341807,0.5,0.4486271271659997,0.0,0.7700189778574318,,,,,
LSTM_BI,128,15,32,4,1,2023-10-15 09:15:36.851787,2023-10-15 09:15:57.403720,20.55193281173706,0.342532213528951,0.37235841155052185,0.8426645994186401,0.4426100552082062,0.8250051736831665,awake,0.8250051896444353,0.8304702425251463,0.9862595558957257,0.9016852294594436,0.15661975009841989,0.780919156428814,0.0,3039.0,22096.0,1508.0,108241.0
LSTM_BI,128,15,32,4,1,2023-10-15 09:15:36.851787,2023-10-15 09:15:57.403720,20.55193281173706,0.342532213528951,0.37235841155052185,0.8426645994186401,0.4426100552082062,0.8250051736831665,asleep,0.8250051896444353,0.6683527600615791,0.12090710165108415,0.20477056802102286,0.15661975009841989,0.7809191665791068,0.0,108241.0,1508.0,22096.0,3039.0
LSTM_BI,128,15,32,4,1,2023-10-15 09:15:36.851787,2023-10-15 09:15:57.403720,20.55193281173706,0.342532213528951,0.37235841155052185,0.8426645994186401,0.4426100552082062,0.8250051736831665,avg,0.8250051896444353,0.7494115012933626,0.5535833287734049,0.5532278987402333,0.15661975009841989,0.7809191615039603,,,,,
LSTM_BI,128,30,32,4,1,2023-10-15 09:15:58.259255,2023-10-15 09:16:10.916257,12.657001972198486,0.21095003286997477,0.3540222942829132,0.8471903204917908,0.45114317536354065,0.8178212642669678,awake,0.81782123899054,0.8203502279189421,0.9937129267692644,0.8987477904001384,0.06755280138139896,0.7923763108384919,0.0,1252.0,23883.0,690.0,109059.0
LSTM_BI,128,30,32,4,1,2023-10-15 09:15:58.259255,2023-10-15 09:16:10.916257,12.657001972198486,0.21095003286997477,0.3540222942829132,0.8471903204917908,0.45114317536354065,0.8178212642669678,asleep,0.81782123899054,0.6446961894953656,0.04981102048935747,0.09247701000849429,0.06755280138139896,0.792376314101086,0.0,109059.0,690.0,23883.0,1252.0
LSTM_BI,128,30,32,4,1,2023-10-15 09:15:58.259255,2023-10-15 09:16:10.916257,12.657001972198486,0.21095003286997477,0.3540222942829132,0.8471903204917908,0.45114317536354065,0.8178212642669678,avg,0.81782123899054,0.7325232087071538,0.5217619736293109,0.49561240020431635,0.06755280138139896,0.7923763124697889,,,,,
LSTM_BI,128,50,32,4,1,2023-10-15 09:16:11.785611,2023-10-15 09:16:24.321371,12.535760164260864,0.2089293360710144,0.35597607493400574,0.8438549041748047,0.4513576030731201,0.8212983012199402,awake,0.8212983007621364,0.8240667166133145,0.9922003845137541,0.9003513993964197,0.10246274242256015,0.7965235950452745,0.0,1887.0,23248.0,856.0,108893.0
LSTM_BI,128,50,32,4,1,2023-10-15 09:16:11.785611,2023-10-15 09:16:24.321371,12.535760164260864,0.2089293360710144,0.35597607493400574,0.8438549041748047,0.4513576030731201,0.8212983012199402,asleep,0.8212983007621364,0.6879329201604083,0.07507459717525362,0.13537556496161848,0.10246274242256015,0.7965235897888728,0.0,108893.0,856.0,23248.0,1887.0
LSTM_BI,128,50,32,4,1,2023-10-15 09:16:11.785611,2023-10-15 09:16:24.321371,12.535760164260864,0.2089293360710144,0.35597607493400574,0.8438549041748047,0.4513576030731201,0.8212983012199402,avg,0.8212983007621364,0.7559998183868615,0.5336374908445038,0.5178634821790191,0.10246274242256015,0.7965235924170737,,,,,
LSTM_BI,128,80,32,4,1,2023-10-15 09:16:25.183139,2023-10-15 09:16:37.808315,12.625175952911377,0.21041959921518963,0.3405497074127197,0.8544771075248718,0.4796617329120636,0.8133878111839294,awake,0.8133877998873106,0.8228562267147133,0.982068173741902,0.8954401764610586,0.08739575616501905,0.7813758501837664,0.0,1932.0,23203.0,1968.0,107781.0
LSTM_BI,128,80,32,4,1,2023-10-15 09:16:25.183139,2023-10-15 09:16:37.808315,12.625175952911377,0.21041959921518963,0.3405497074127197,0.8544771075248718,0.4796617329120636,0.8133878111839294,asleep,0.8133877998873106,0.49538461538461537,0.07686492938134076,0.13308076459445498,0.08739575616501905,0.7813758563464442,0.0,107781.0,1968.0,23203.0,1932.0
LSTM_BI,128,80,32,4,1,2023-10-15 09:16:25.183139,2023-10-15 09:16:37.808315,12.625175952911377,0.21041959921518963,0.3405497074127197,0.8544771075248718,0.4796617329120636,0.8133878111839294,avg,0.8133877998873106,0.6591204210496643,0.5294665515616214,0.5142604705277568,0.08739575616501905,0.7813758532651054,,,,,
