NN_type,units,epochs,batch_size,window_size,time_step_shift,start_time,end_time,time_s,time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
MPL,16/8,5,32,-1,-1,2023-09-23 18:59:33.930088,2023-09-23 19:01:00.973611,87.04352307319641,1.4507253845532735,awake,0.8283316529268727,0.8452087668524321,0.9659143713611473,0.9015392465345693,0.25471704752352353,0.7930378835304,0.0,5720.0,19415.0,3741.0,106012.0
MPL,16/8,5,32,-1,-1,2023-09-23 18:59:33.930088,2023-09-23 19:01:00.973611,87.04352307319641,1.4507253845532735,asleep,0.8283316529268727,0.6045872529330938,0.2275711159737418,0.33067406636605384,0.25471704752352353,0.7930378866116267,0.0,106012.0,3741.0,19415.0,5720.0
MPL,16/8,5,32,-1,-1,2023-09-23 18:59:33.930088,2023-09-23 19:01:00.973611,87.04352307319641,1.4507253845532735,avg,0.8283316529268727,0.7248980098927629,0.5967427436674446,0.6161066564503116,0.25471704752352353,0.7930378850710134,,,,,
MPL,16/8,15,32,-1,-1,2023-09-23 19:01:01.903445,2023-09-23 19:05:10.679315,248.77587008476257,4.14626450141271,awake,0.8359602040211138,0.8593939692226925,0.9545707178847047,0.9044854334566457,0.3350786376341901,0.8107049369556483,0.0,7994.0,17141.0,4986.0,104767.0
MPL,16/8,15,32,-1,-1,2023-09-23 19:01:01.903445,2023-09-23 19:05:10.679315,248.77587008476257,4.14626450141271,asleep,0.8359602040211138,0.6158705701078583,0.31804257012134474,0.4194674012855831,0.3350786376341901,0.8107049273494712,0.0,104767.0,4986.0,17141.0,7994.0
MPL,16/8,15,32,-1,-1,2023-09-23 19:01:01.903445,2023-09-23 19:05:10.679315,248.77587008476257,4.14626450141271,avg,0.8359602040211138,0.7376322696652754,0.6363066440030247,0.6619764173711143,0.3350786376341901,0.8107049321525597,,,,,
MPL,16/8,30,32,-1,-1,2023-09-23 19:05:11.604006,2023-09-23 19:13:28.281787,496.6777808666229,8.277963014443715,awake,0.8326537571911512,0.8643978532376988,0.9421245888495076,0.9015891008174387,0.34970004414183875,0.7846622826406933,0.0,8914.0,16221.0,6352.0,103401.0
MPL,16/8,30,32,-1,-1,2023-09-23 19:05:11.604006,2023-09-23 19:13:28.281787,496.6777808666229,8.277963014443715,asleep,0.8326537571911512,0.583911961221014,0.35464491744579274,0.4412762060345041,0.34970004414183875,0.7846622849969254,0.0,103401.0,6352.0,16221.0,8914.0
MPL,16/8,30,32,-1,-1,2023-09-23 19:05:11.604006,2023-09-23 19:13:28.281787,496.6777808666229,8.277963014443715,avg,0.8326537571911512,0.7241549072293564,0.6483847531476501,0.6714326534259714,0.34970004414183875,0.7846622838188093,,,,,
MPL,16/8,50,32,-1,-1,2023-09-23 19:13:29.211946,2023-09-23 19:27:57.240513,868.0285670757294,14.46714278459549,awake,0.839563193167665,0.8815032906130932,0.9275008428015635,0.9039172767756057,0.4199683838023267,0.782099088183311,0.0,11451.0,13684.0,7957.0,101796.0
MPL,16/8,50,32,-1,-1,2023-09-23 19:13:29.211946,2023-09-23 19:27:57.240513,868.0285670757294,14.46714278459549,asleep,0.839563193167665,0.5900144270403958,0.45557986870897155,0.5141548615944144,0.4199683838023267,0.7820990923520293,0.0,101796.0,7957.0,13684.0,11451.0
MPL,16/8,50,32,-1,-1,2023-09-23 19:13:29.211946,2023-09-23 19:27:57.240513,868.0285670757294,14.46714278459549,avg,0.839563193167665,0.7357588588267445,0.6915403557552675,0.70903606918501,0.4199683838023267,0.7820990902676701,,,,,
MPL,16/8,80,32,-1,-1,2023-09-23 19:27:58.156194,2023-09-23 19:49:43.205294,1305.0490999221802,21.750818332036335,awake,0.8348481703339067,0.8610056456139192,0.9504614908020738,0.9035247651672303,0.3399283085474233,0.7886019588869002,0.0,8295.0,16840.0,5437.0,104316.0
MPL,16/8,80,32,-1,-1,2023-09-23 19:27:58.156194,2023-09-23 19:49:43.205294,1305.0490999221802,21.750818332036335,asleep,0.8348481703339067,0.6040635013108069,0.3300179033220609,0.4268402500836185,0.3399283085474233,0.7886019536306901,0.0,104316.0,5437.0,16840.0,8295.0
MPL,16/8,80,32,-1,-1,2023-09-23 19:27:58.156194,2023-09-23 19:49:43.205294,1305.0490999221802,21.750818332036335,avg,0.8348481703339067,0.7325345734623631,0.6402396970620673,0.6651825076254244,0.3399283085474233,0.7886019562587951,,,,,
MPL,16/8,100,32,-1,-1,2023-09-23 19:49:44.118286,2023-09-23 20:16:57.961514,1633.8432281017303,27.230720468362172,awake,0.8417279520787616,0.8789154251032969,0.9341794757318707,0.9057052122946728,0.4162723170971233,0.7962233088588666,0.0,11010.0,14125.0,7224.0,102529.0
MPL,16/8,100,32,-1,-1,2023-09-23 19:49:44.118286,2023-09-23 20:16:57.961514,1633.8432281017303,27.230720468362172,asleep,0.8417279520787616,0.6038170450806186,0.4380346130893177,0.5077359404182711,0.4162723170971233,0.7962233108526015,0.0,102529.0,7224.0,14125.0,11010.0
MPL,16/8,100,32,-1,-1,2023-09-23 19:49:44.118286,2023-09-23 20:16:57.961514,1633.8432281017303,27.230720468362172,avg,0.8417279520787616,0.7413662350919578,0.6861070444105941,0.7067205763564719,0.4162723170971233,0.7962233098557341,,,,,
MPL,16/8,120,32,-1,-1,2023-09-23 20:16:58.876024,2023-09-23 20:49:40.855581,1961.9795570373535,32.69965928395589,awake,0.8267970464385268,0.8648781064688889,0.9328765500715243,0.8975913384618757,0.3416935638224168,0.767129157447599,0.0,9139.0,15996.0,7367.0,102386.0
