NN_type,units,epochs,batch_size,window_size,time_step_shift,start_time,end_time,time_s,time_m,train_accuracy,train_loss,val_accuracy,val_loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
LSTM_BI,128,5,32,4,1,2023-10-15 00:37:59.745594,2023-10-15 00:38:14.119732,14.374137878417969,0.23956896464029948,0.40353238582611084,0.8169410824775696,0.4580703377723694,0.8136547207832336,awake,0.8136546958868361,0.8136546958868361,1.0,0.8972542543319993,0.0,0.771085349945926,0.0,0.0,25135.0,0.0,109749.0
LSTM_BI,128,5,32,4,1,2023-10-15 00:37:59.745594,2023-10-15 00:38:14.119732,14.374137878417969,0.23956896464029948,0.40353238582611084,0.8169410824775696,0.4580703377723694,0.8136547207832336,asleep,0.8136546958868361,0.0,0.0,0.0,0.0,0.7710853472270977,0.0,109749.0,0.0,25135.0,0.0
LSTM_BI,128,5,32,4,1,2023-10-15 00:37:59.745594,2023-10-15 00:38:14.119732,14.374137878417969,0.23956896464029948,0.40353238582611084,0.8169410824775696,0.4580703377723694,0.8136547207832336,avg,0.8136546958868361,0.40682734794341807,0.5,0.4486271271659997,0.0,0.7710853485865119,,,,,
LSTM_BI,128,15,32,4,1,2023-10-15 00:38:14.973617,2023-10-15 00:38:27.728243,12.754626035690308,0.21257710059483845,0.3787635862827301,0.8373240232467651,0.4513227343559265,0.8148186802864075,awake,0.8148186589958779,0.8156336801030628,0.9979954259264321,0.8976462489140946,0.02083551734271305,0.7801543057660751,0.0,377.0,24758.0,220.0,109529.0
LSTM_BI,128,15,32,4,1,2023-10-15 00:38:14.973617,2023-10-15 00:38:27.728243,12.754626035690308,0.21257710059483845,0.3787635862827301,0.8373240232467651,0.4513227343559265,0.8148186802864075,asleep,0.8148186589958779,0.6314907872696818,0.014999005370996618,0.029302036374941706,0.02083551734271305,0.7801543130162842,0.0,109529.0,220.0,24758.0,377.0
LSTM_BI,128,15,32,4,1,2023-10-15 00:38:14.973617,2023-10-15 00:38:27.728243,12.754626035690308,0.21257710059483845,0.3787635862827301,0.8373240232467651,0.4513227343559265,0.8148186802864075,avg,0.8148186589958779,0.7235622336863723,0.5064972156487143,0.46347414264451814,0.02083551734271305,0.7801543093911797,,,,,
LSTM_BI,128,30,32,4,1,2023-10-15 00:38:28.578037,2023-10-15 00:38:49.131347,20.55330991744995,0.3425551652908325,0.3563631772994995,0.8442451357841492,0.42509743571281433,0.8148186802864075,awake,0.8148186589958779,0.8236547316335647,0.9828335565699915,0.8962311182013062,0.09490783022457427,0.7912817871848178,0.0,2041.0,23094.0,1884.0,107865.0
LSTM_BI,128,30,32,4,1,2023-10-15 00:38:28.578037,2023-10-15 00:38:49.131347,20.55330991744995,0.3425551652908325,0.3563631772994995,0.8442451357841492,0.42509743571281433,0.8148186802864075,asleep,0.8148186589958779,0.52,0.08120151183608514,0.140467997247075,0.09490783022457427,0.7912817964288344,0.0,107865.0,1884.0,23094.0,2041.0
LSTM_BI,128,30,32,4,1,2023-10-15 00:38:28.578037,2023-10-15 00:38:49.131347,20.55330991744995,0.3425551652908325,0.3563631772994995,0.8442451357841492,0.42509743571281433,0.8148186802864075,avg,0.8148186589958779,0.6718273658167824,0.5320175342030383,0.5183495577241906,0.09490783022457427,0.7912817918068261,,,,,
LSTM_BI,128,50,32,4,1,2023-10-15 00:38:49.995342,2023-10-15 00:39:02.694179,12.698837041854858,0.21164728403091432,0.3513610064983368,0.8488739728927612,0.47242799401283264,0.8178805708885193,awake,0.8178805492126568,0.8306626917582759,0.9749154889793984,0.8970267064055969,0.151366384233509,0.7811557740729922,0.0,3323.0,21812.0,2753.0,106996.0
LSTM_BI,128,50,32,4,1,2023-10-15 00:38:49.995342,2023-10-15 00:39:02.694179,12.698837041854858,0.21164728403091432,0.3513610064983368,0.8488739728927612,0.47242799401283264,0.8178805708885193,asleep,0.8178805492126568,0.5469058591178407,0.1322060871295007,0.21293774630739162,0.151366384233509,0.7811557742542474,0.0,106996.0,2753.0,21812.0,3323.0
LSTM_BI,128,50,32,4,1,2023-10-15 00:38:49.995342,2023-10-15 00:39:02.694179,12.698837041854858,0.21164728403091432,0.3513610064983368,0.8488739728927612,0.47242799401283264,0.8178805708885193,avg,0.8178805492126568,0.6887842754380583,0.5535607880544495,0.5549822263564943,0.151366384233509,0.7811557741636198,,,,,
LSTM_BI,128,80,32,4,1,2023-10-15 00:39:03.562727,2023-10-15 00:39:16.169428,12.606701135635376,0.21011168559392293,0.3508201539516449,0.8447237610816956,0.49903592467308044,0.807041585445404,awake,0.8070416061208149,0.8201067506805738,0.9772025257633327,0.8917890745506629,0.06088857634792877,0.7841679805812865,0.0,1610.0,23525.0,2502.0,107247.0
LSTM_BI,128,80,32,4,1,2023-10-15 00:39:03.562727,2023-10-15 00:39:16.169428,12.606701135635376,0.21011168559392293,0.3508201539516449,0.8447237610816956,0.49903592467308044,0.807041585445404,asleep,0.8070416061208149,0.39153696498054474,0.06405410781778396,0.11009676206106608,0.06088857634792877,0.7841679939941733,0.0,107247.0,2502.0,23525.0,1610.0
LSTM_BI,128,80,32,4,1,2023-10-15 00:39:03.562727,2023-10-15 00:39:16.169428,12.606701135635376,0.21011168559392293,0.3508201539516449,0.8447237610816956,0.49903592467308044,0.807041585445404,avg,0.8070416061208149,0.6058218578305593,0.5206283167905583,0.5009429183058645,0.06088857634792877,0.7841679872877299,,,,,
LSTM_BI,128,100,32,4,1,2023-10-15 00:39:17.034012,2023-10-15 00:39:30.061728,13.027715921401978,0.21712859869003295,0.3543630540370941,0.8491218686103821,0.4773118495941162,0.8146555423736572,awake,0.8146555558850568,0.8204048301361784,0.9886285979826696,0.8966950686357965,0.06665749287201406,0.7732331993898883,0.0,1383.0,23752.0,1248.0,108501.0
LSTM_BI,128,100,32,4,1,2023-10-15 00:39:17.034012,2023-10-15 00:39:30.061728,13.027715921401978,0.21712859869003295,0.3543630540370941,0.8491218686103821,0.4773118495941162,0.8146555423736572,asleep,0.8146555558850568,0.5256556442417332,0.05502287646707778,0.09961823813296837,0.06665749287201406,0.7732332651855363,0.0,108501.0,1248.0,23752.0,1383.0
LSTM_BI,128,100,32,4,1,2023-10-15 00:39:17.034012,2023-10-15 00:39:30.061728,13.027715921401978,0.21712859869003295,0.3543630540370941,0.8491218686103821,0.4773118495941162,0.8146555423736572,avg,0.8146555558850568,0.6730302371889558,0.5218257372248737,0.4981566533843824,0.06665749287201406,0.7732332322877122,,,,,
LSTM_BI,128,120,32,4,1,2023-10-15 00:39:30.915819,2023-10-15 00:39:43.638293,12.722474098205566,0.21204123497009278,0.3451344668865204,0.8537530899047852,0.4688757658004761,0.8183920979499817,awake,0.818392099878414,0.8334754547232545,0.9707514419265779,0.8968910739390673,0.17140163917853135,0.778889690212212,0.0,3849.0,21286.0,3210.0,106539.0
LSTM_BI,128,120,32,4,1,2023-10-15 00:39:30.915819,2023-10-15 00:39:43.638293,12.722474098205566,0.21204123497009278,0.3451344668865204,0.8537530899047852,0.4688757658004761,0.8183920979499817,asleep,0.818392099878414,0.5452613684657883,0.15313308136065248,0.23911287817605764,0.17140163917853135,0.7788896940185719,0.0,106539.0,3210.0,21286.0,3849.0
