client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
-1,117,0.4942027032375335,awake,0.8258925923729317,0.8708537529017282,0.922881379096699,0.8961130304384177,0.361636067884824,0.6626342443524076,[[ 10114 15021][ 8464 101289]],10114.0,15021.0,8464.0,101289.0
-1,117,0.4942027032375335,asleep,0.8258925923729317,0.5444073635482829,0.4023871096081162,0.4627456363095646,0.361636067884824,0.6626342443524076,[[ 101289 8464][ 15021 10114]],101289.0,8464.0,15021.0,10114.0
-1,117,0.4942027032375335,avg,0.8258925923729317,0.7076305582250055,0.6626342443524076,0.6794293333739911,0.361636067884824,0.6626342443524076,,,,,
-1,118,0.4949896037578583,awake,0.8232681928711227,0.8628921891631608,0.930671598954015,0.8955011901265523,0.3283761394981306,0.6424792249792951,[[ 8905 16230][ 7609 102144]],8905.0,16230.0,7609.0,102144.0
-1,118,0.4949896037578583,asleep,0.8232681928711227,0.539239433208187,0.3542868510045753,0.4276213114360489,0.3283761394981306,0.6424792249792952,[[ 102144 7609][ 16230 8905]],102144.0,7609.0,16230.0,8905.0
-1,118,0.4949896037578583,avg,0.8232681928711227,0.7010658111856739,0.6424792249792951,0.6615612507813006,0.3283761394981306,0.6424792249792952,,,,,
-1,119,0.4952423572540283,awake,0.8249436569598482,0.8666530459359144,0.9275737337475968,0.896079147613997,0.3452277683933312,0.6521894926943674,[[ 9471 15664][ 7949 101804]],9471.0,15664.0,7949.0,101804.0
-1,119,0.4952423572540283,asleep,0.8249436569598482,0.5436854190585534,0.3768052516411379,0.4451180824814945,0.3452277683933312,0.6521894926943673,[[ 101804 7949][ 15664 9471]],101804.0,7949.0,15664.0,9471.0
-1,119,0.4952423572540283,avg,0.8249436569598482,0.7051692324972338,0.6521894926943674,0.6705986150477458,0.3452277683933312,0.6521894926943674,,,,,
-1,120,0.498925507068634,awake,0.8224378743846746,0.8613811344912984,0.9317102949349904,0.8951664791851777,0.3211414262911914,0.6385028498744973,[[ 8679 16456][ 7495 102258]],8679.0,16456.0,7495.0,102258.0
-1,120,0.498925507068634,asleep,0.8224378743846746,0.5366019537529368,0.3452954048140044,0.4201989881139704,0.3211414262911914,0.6385028498744975,[[ 102258 7495][ 16456 8679]],102258.0,7495.0,16456.0,8679.0
-1,120,0.498925507068634,avg,0.8224378743846746,0.6989915441221176,0.6385028498744973,0.6576827336495741,0.3211414262911914,0.6385028498744973,,,,,
-1,121,0.500495433807373,awake,0.8228530336278987,0.8609116742051015,0.933022331963591,0.895517689189721,0.3199232948718635,0.6374083213428459,[[ 8591 16544][ 7351 102402]],8591.0,16544.0,7351.0,102402.0
-1,121,0.500495433807373,asleep,0.8228530336278987,0.5388909798017815,0.3417943107221006,0.4182876062029846,0.3199232948718635,0.6374083213428459,[[ 102402 7351][ 16544 8591]],102402.0,7351.0,16544.0,8591.0
-1,121,0.500495433807373,avg,0.8228530336278987,0.6999013270034415,0.6374083213428459,0.6569026476963528,0.3199232948718635,0.6374083213428459,,,,,
-1,122,0.4944785237312317,awake,0.823831623272641,0.8643273565400129,0.9293686732936683,0.8956687814194454,0.3347733523968752,0.6461842371839339,[[ 9124 16011][ 7752 102001]],9124.0,16011.0,7752.0,102001.0
-1,122,0.4944785237312317,asleep,0.823831623272641,0.5406494429959706,0.3629998010741993,0.4343624288876722,0.3347733523968752,0.6461842371839339,[[ 102001 7752][ 16011 9124]],102001.0,7752.0,16011.0,9124.0
-1,122,0.4944785237312317,avg,0.823831623272641,0.7024883997679918,0.6461842371839339,0.6650156051535588,0.3347733523968752,0.6461842371839339,,,,,
-1,123,0.4990463852882385,awake,0.8246767688749185,0.8668183289879522,0.9269450493380592,0.895873969152735,0.3453909903485981,0.6525316056318304,[[ 9504 15631][ 8018 101735]],9504.0,15631.0,8018.0,101735.0
